,Exchange Ticker,"ROA Total Assets, Percent",Return On Equity - Actual,Total Debt,"Total Assets, Reported",Operating Income,TRBC Industry Group Name,TRBC Industry Name,Long Term Debt,Region of Headquarters,regularMarketPrice,preMarketPrice,logo_url
SUPN,SUPN,9.529407173,,385747000,1504102000,173698000,Pharmaceuticals,Pharmaceuticals,361751000,Americas,,,
SWK,SWK,5.550360144,13.96,4246900000,23566300000,1472100000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,4245400000,Americas,,,
SWKS,SWKS,21.87714457,37.06,2235600000,8590700000,1612700000,Semiconductors & Semiconductor Equipment,Semiconductors,2235600000,Americas,,,
SWM,SWM,5.162598966,,593300000,1584900000,128800000,Paper & Forest Products,Paper Products,587500000,Americas,,,
SWN,SWN,-52.40380567,11.81,3150000000,5160000000,-2836000000,Oil & Gas,Oil & Gas Exploration and Production,3150000000,Americas,,,
SXC,SXC,0.522689475,,676900000,1613400000,75400000,Metals & Mining,Iron & Steel,673900000,Americas,,,
SYK,SYK,4.958370157,21.84,13991000000,34330000000,2223000000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",13230000000,Americas,,,
SYNA,SYNA,4.52481763,35.43,881500000,2226800000,146700000,"Computers, Phones & Household Electronics",Computer Hardware,394400000,Americas,,,
SYNH,SYNH,2.484832702,11.45,2951031000,8063306000,298695000,Biotechnology & Medical Research,Biotechnology & Medical Research,2902054000,Americas,,,
SYNT,SYNT,-0.09040229,19.44,983086536.2,2815401233,73150389,Chemicals,Specialty Chemicals,880402532.2,Europe,,,
SYY,SYY,2.38050643,54.61,11083107000,21413539000,1437242000,Food & Drug Retailing,Food Retail & Distribution,10536902000,Americas,,,
T,T,-0.709280417,13.21,157000000000.0,526000000000.0,6405000000,Telecommunications Services,Wireless Telecommunications Services,152000000000.0,Americas,,,
TAL,TAL,-0.744651482,,2581000,215138000,4778000,Oil & Gas,Oil & Gas Exploration and Production,1972000,Americas,,,
TAP,TAP,-3.36602546,6.61,8228300000,27331100000,-408900000,Beverages,Brewers,7148300000,Americas,,,
TAST,TAST,-1.679499622,-1.29,482411000,1757085000,4114000,Hotels & Entertainment Services,Restaurants & Bars,475312000,Americas,,,
TBL,TBL,16.29708716,,98761979.58,372477611.9,82952081.7,Paper & Forest Products,Forest & Wood Products,15669285.15,Americas,,,
TBLA,TBLA,3.700193095,11.77,689993304.8,1383995228,131692948.7,Food & Tobacco,Food Processing,500863461.5,Asia,,,
TBPH,TBPH,-63.33805302,100.299,619170000,469057000,-313221000,Pharmaceuticals,Pharmaceuticals,599836000,Americas,,,
TCDA,TCDA,-73.1961228,-142.14,195308000,351685000,-251400000,Biotechnology & Medical Research,Biotechnology & Medical Research,195308000,Americas,,,
TCKGY,TCKGY,-2.474571125,-1.75,1860392402,8558065609,92498501.78,Hotels & Entertainment Services,Leisure & Recreation,1339274082,Europe,,,
TDOC,TDOC,-5.012225368,-5.74,1445531000,17755281000,-515498000,Healthcare Providers & Services,Healthcare Facilities & Services,1389518000,Americas,,,
TDS,TDS,2.308418433,4.78,3429000000,12525000000,259000000,Telecommunications Services,Wireless Telecommunications Services,3417000000,Americas,,,
TDW,TDW,-13.89731533,,192731000,1251177000,-186802000,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,164934000,Americas,,,
TDY,TDY,8.316950521,,778500000,5084800000,480100000,Electronic Equipment & Parts,Electronic Equipment & Parts,680900000,Americas,,,
TECH,TECH,2.291034572,,144934520,309084450,12666740,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,50317390,Asia,,,
TECK,TECK,-2.341618296,2.71,6190887667,32425765907,-723487824,Metals & Mining,Diversified Mining,5556952082,Americas,,,
TEF,TEF,1.747883248,21.77,62321690278,128000000000.0,5054958476,Telecommunications Services,Integrated Telecommunications Services,46566927211,Europe,,,
TEL,TEL,4.465546889,46.866,5057071443,11994292856,827890022.9,Telecommunications Services,Integrated Telecommunications Services,4274005416,Asia,,,
TELL,TELL,-62.39913996,-153.02,124603000,292995000,-166639000,Oil & Gas,Oil & Gas Exploration and Production,38275000,Americas,,,
TEN,TEN,-11.64367174,-5.51,5333000000,11852000000,-827000000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",5166000000,Americas,,,
TEP,TEP,4.657179819,13.019,3993649243,8578407426,677821201.8,Professional & Commercial Services,Business Support Services,2681973620,Europe,,,
TER,TER,24.35481166,43.42,410111000,3652346000,928407000,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,376768000,Americas,,,
TEX,TEX,0.289045187,0.97,1173800000,3031800000,68400000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles,1166200000,Americas,,,
TFG,TFG,10.43971492,21.37,354289514,868533954.7,120962616.5,Food & Tobacco,Food Processing,167742376.8,Asia,,,
TFI,TFI,28.63801442,,393994870.5,843518563.8,-170981.9248,Construction & Engineering,Construction & Engineering,82718612.6,Europe,,,
TFX,TFX,4.988731932,15.98,2478388000,7152559000,423068000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",2377888000,Americas,,,
TGH,TGH,1.346364165,6.929,4115344000,5741376000,221599000,Professional & Commercial Services,Business Support Services,3706979000,Americas,,,
TGI,TGI,-16.60422575,0.2,1957543000,2450935000,-326151000,Aerospace & Defense,Aerospace & Defense,1952296000,Americas,,,
TGIF,TGIF,-13.67747867,,14331218.93,36370344.83,-4655509.222,Pharmaceuticals,Pharmaceuticals,3396006.415,Americas,,,
TGNA,TGNA,6.995209262,27.899,3553220000,6848699000,870982000,Media & Publishing,Broadcasting,3553220000,Americas,,,
TGT,TGT,9.290948345,36.23,12680000000,51248000000,6027000000,Diversified Retail,Discount Stores,9770000000,Americas,,,
TH,TH,-20.82435679,-161.6,60049000,100142000,-17957000,Pharmaceuticals,Pharmaceuticals,52403000,Americas,,,
THC,THC,3.043331814,,15719000000,27106000000,1673000000,Healthcare Providers & Services,Healthcare Facilities & Services,15423000000,Americas,,,
THO,THO,10.63727733,25.179,1638727000,6654088000,844581000,Leisure Products,Recreational Products,1594821000,Americas,,,
THS,THS,0.355761358,8.38,2214700000,5485700000,147200000,Food & Tobacco,Food Processing,2196500000,Americas,,,
TILE,TILE,-5.271338849,19.35,580754000,1306011000,-39287000,Household Goods,Home Furnishings,561251000,Americas,,,
TISI,TISI,-28.48981932,,312496000,730975000,-219586000,Professional & Commercial Services,Business Support Services,307343000,Americas,,,
TJX,TJX,0.32922989,6.389,6082605000,30813555000,269997000,Diversified Retail,Discount Stores,5332921000,Americas,,,
TK,TK,1.211576762,,3793764000,6945912000,314579000,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,1793741000,Americas,,,
TKR,TKR,5.906175832,15.57,1564600000,5041600000,454900000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,1431000000,Americas,,,
TLOG,TLOG,-55.05412929,,28278880,64021390,-44991030,Biotechnology & Medical Research,Biotechnology & Medical Research,28278880,Americas,,,
TLRY,TLRY,-9.639908476,,916581000,6025362000,-302624000,Pharmaceuticals,Pharmaceuticals,835110000,Americas,,,
TLS,TLS,4.37603534,12.78,13077251835,31885220703,1143444129,Telecommunications Services,Integrated Telecommunications Services,7876642998,Oceania,,,
TM,TM,3.993728723,14.039,2371741294,6039427861,400721393,Telecommunications Services,Integrated Telecommunications Services,1690572139,Asia,,,
TME,TME,6.90527569,10.33,842298850.6,10463295019,578237547.9,Software & IT Services,Online Services,793103448.3,Asia,,,
TMO,TMO,10.00525766,24.34,21735000000,69052000000,7794000000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,19107000000,Americas,,,
TMST,TMST,-5.954213159,,78200000,994000000,-64500000,Metals & Mining,Iron & Steel,39300000,Americas,,,
TNDM,TNDM,-6.595908971,-12.25,202984000,716415000,-7957000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",202984000,Americas,,,
TNET,TNET,9.393887066,56.009,370000000,3043000000,368000000,Professional & Commercial Services,Employment Services,348000000,Americas,,,
TNL,TNL,-3.358555688,10.63,6418000000,7613000000,-105000000,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",6411000000,Americas,,,
TNP,TNP,0.868827256,,1500357000,3112275000,96694000,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,1267929000,Europe,,,
TPB,TPB,7.010363524,47.52,314112000,496049000,64073000,Food & Tobacco,Tobacco,302112000,Americas,,,
TPC,TPC,3.196531378,7.24,1025465000,5045617000,262344000,Construction & Engineering,Construction & Engineering,925277000,Americas,,,
TPH,TPH,7.162005261,12.77,1343001000,4021980000,370528000,Homebuilding & Construction Supplies,Homebuilding,1343001000,Americas,,,
TPIA,TPIA,1.463230867,2.9,844263000,3593747000,81458000,Chemicals,Commodity Chemicals,740143000,Asia,,,
TPR,TPR,9.066267646,30.39,1595100000,8382400000,968000000,Specialty Retailers,Apparel & Accessories Retailers,1590700000,Americas,,,
TPX,TPX,10.98204194,94.01,1366900000,3308600000,527000000,Household Goods,Home Furnishings,1263000000,Americas,,,
TRHC,TRHC,-16.08333474,,265951000,514440000,-65391000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,249285000,Americas,,,
TRI,TRI,9.625881283,9.43,4078000000,17881000000,1929000000,Professional & Commercial Services,Professional Information Services,3772000000,Americas,,,
TRIP,TRIP,-13.45813306,-16.32,567000000,1969000000,-335000000,Hotels & Entertainment Services,Leisure & Recreation,491000000,Americas,,,
TRMB,TRMB,5.77913239,16.75,1547200000,6876900000,419800000,Software & IT Services,Software,1291400000,Americas,,,
TRMK,TRMK,6.300917355,40.36,2774671365,5680525817,462189998.6,Metals & Mining,Iron & Steel,1707033473,Europe,,,
TRP,TRP,4.923363681,12.69,38930871956,78790259230,4559308720,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,34101335428,Americas,,,
TRS,TRS,-6.684041599,10.75,346290000,1193880000,-88290000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,346290000,Americas,,,
TRUL,TRUL,10.48142097,21.69,256193000,816112000,218367000,Pharmaceuticals,Pharmaceuticals,203247000,Americas,,,
TSCO,TSCO,12.14029325,46.19,1021974000,7049116000,996928000,Specialty Retailers,Miscellaneous Specialty Retailers,984324000,Americas,,,
TSE,TSE,2.389987461,,424596018.6,638374789.9,3874024.967,Electric Utilities & IPPs,Electric Utilities,323657678.4,Asia,,,
TSEM,TSEM,4.136546923,7.21,371288000,2094149000,91033000,Semiconductors & Semiconductor Equipment,Semiconductors,146538000,Asia,,,
TSLA,TSLA,1.994054848,16.81,11739000000,52148000000,1994000000,Automobiles & Auto Parts,Auto & Truck Manufacturers,8513000000,Americas,,,
TSN,TSN,8.648343108,18.21,9348000000,36309000000,4396000000,Food & Tobacco,Food Processing,8281000000,Americas,,,
TSQ,TSQ,-9.770265165,,543622000,768502000,-73809000,Media & Publishing,Advertising & Marketing,543428000,Americas,,,
TTC,TTC,14.15974939,22.98,691242000,2936140000,518280000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles,691242000,Americas,,,
TTGT,TTGT,5.033501628,,153882000,456568000,22821000,Software & IT Services,IT Services & Consulting,153882000,Americas,,,
TTMI,TTMI,-0.507551871,9.12,842853000,2895944000,28092000,Semiconductors & Semiconductor Equipment,Semiconductors,842853000,Americas,,,
TU,TU,4.57633961,12.56,1944580726,4812738748,317274467.4,Food & Tobacco,Food Processing,1200887184,Asia,,,
TVTX,TVTX,-31.14732326,-33.44,215339000,607439000,-176163000,Biotechnology & Medical Research,Biotechnology & Medical Research,215339000,Americas,,,
TWI,TWI,-6.064418311,,467383000,1031884000,-27454000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",433584000,Americas,,,
TWLO,TWLO,-6.708303192,0.56,328986000,9487433000,-492901000,Software & IT Services,Software,302068000,Americas,,,
TWM,TWM,-1.904994505,-7.72,819254516.9,1463986646,35782403.77,Oil & Gas,Oil & Gas Refining and Marketing,672048703.8,Americas,,,
TWOU,TWOU,-15.85328077,-7.71,273173000,1544264000,-190606000,Software & IT Services,IT Services & Consulting,273173000,Americas,,,
TWTR,TWTR,-8.70796062,-8.26,3487305000,13379090000,17858000,Software & IT Services,Online Services,2568872000,Americas,,,
TXN,TXN,29.94460649,61.55,6798000000,19351000000,5894000000,Semiconductors & Semiconductor Equipment,Semiconductors,6248000000,Americas,,,
TXT,TXT,2.028823742,8.36,4369000000,15443000000,365000000,Aerospace & Defense,Aerospace & Defense,3822000000,Americas,,,
TYL,TYL,8.11938099,12.73,0,2607274000,172926000,Software & IT Services,Software,,Americas,,,
UAA,UAA,-11.26005769,-6.28,1003556000,5030628000,-434138000,Textiles & Apparel,Apparel & Accessories,1003556000,Americas,,,
UAL,UAL,-3.075405369,-81.68,33658000000,68175000000,-1022000000,Passenger Transportation Services,Airlines,30361000000,Americas,,,
UBS,UBS,3.031754829,8.14,915339521.3,1675648510,75737664.88,Real Estate Operations,"Real Estate Rental, Development & Operations",813950903.8,Europe,,,
UGI,UGI,9.404715384,13.039,6816000000,16723000000,2350000000,Natural Gas Utilities,Natural Gas Utilities,6298000000,Americas,,,
UHS,UHS,7.578326602,16.15,3856251000,13476879000,1358354000,Healthcare Providers & Services,Healthcare Facilities & Services,3473254000,Americas,,,
UI,UI,-5.086302868,,3763811.097,6721750.882,347158.1951,Software & IT Services,IT Services & Consulting,3513139.125,Americas,,,
UIS,UIS,-12.17214452,-9.22,629900000,2707900000,58500000,Software & IT Services,IT Services & Consulting,524000000,Americas,,,
UMI,UMI,1.769389434,12.5,2960834148,10186728139,371998045.9,Chemicals,Specialty Chemicals,2017939668,Europe,,,
UNFI,UNFI,1.971946481,17.51,2330000000,7525000000,281000000,Food & Drug Retailing,Food Retail & Distribution,2175000000,Americas,,,
UNH,UNH,8.660423204,25.359,46003000000,212000000000.0,23970000000,Healthcare Providers & Services,Managed Healthcare,42383000000,Americas,,,
UNP,UNP,10.36029955,43.31,29729000000,63525000000,9338000000,Freight & Logistics Services,Ground Freight & Logistics,27563000000,Americas,,,
UONEK,UONEK,-0.537252301,,842286000,1195487000,28702000,Media & Publishing,Broadcasting,818924000,Americas,,,
UPRO,UPRO,10.11531126,11.4,15689754.71,1833188264,228201246.8,Electric Utilities & IPPs,Electric Utilities,12474712.02,Europe,,,
UPS,UPS,2.233401239,357.58,24654000000,62408000000,7684000000,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",21745000000,Americas,,,
UPWK,UPWK,-4.687748243,,10723000,529227000,-22408000,Professional & Commercial Services,Employment Services,3142000,Americas,,,
USAC,USAC,-17.80872802,-83.7,1928555000,2948700000,-464852000,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,1927005000,Americas,,,
USM,USM,2.062202298,5.16,2491000000,9681000000,173000000,Telecommunications Services,Wireless Telecommunications Services,2486000000,Americas,,,
UTG,UTG,-2.384715961,3.089,2448828910,7153561125,-37600667.24,Residential & Commercial REITs,Residential REITs,2310595184,Europe,,,
VAC,VAC,,,3558854866,2994394775,,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",613563718.9,Europe,,,
VATE,VATE,-0.559079198,,561500000,6742800000,-13500000,Construction & Engineering,Construction & Engineering,560700000,Americas,,,
VCRA,VCRA,-2.484574334,,125410000,406821000,-4079000,Communications & Networking,Communications & Networking,124376000,Americas,,,
VCTR,VCTR,3.416649176,,358787803.3,582917120.9,32508175.79,Food & Drug Retailing,Food Retail & Distribution,34730744.07,Asia,,,
VECO,VECO,-0.977885409,10.81,321115000,898064000,14724000,Semiconductors & Semiconductor Equipment,Semiconductors,321115000,Americas,,,
VERI,VERI,-33.45866238,,0,177654000,-47673000,Software & IT Services,IT Services & Consulting,,Americas,,,
VET,VET,-30.42381155,-89.82,1597214454,3227917518,-1469428123,Oil & Gas,Integrated Oil & Gas,1519126473,Americas,,,
VG,VG,-2.62354847,,506284000,1395836000,-149000,Telecommunications Services,Wireless Telecommunications Services,506284000,Americas,,,
VGR,VGR,6.525403915,-20.74,1406286000,1343409000,231900000,Food & Tobacco,Tobacco,1393633000,Americas,,,
VIA,VIA,17.27836279,,100000000,366667000,88797000,Electric Utilities & IPPs,Electric Utilities,100000000,Americas,,,
VIAC,VIAC,5.109146389,18.16,19733000000,52663000000,4013000000,Media & Publishing,Broadcasting,19707000000,Americas,,,
VIAV,VIAV,2.466757632,26.309,686000000,1961400000,142200000,Communications & Networking,Communications & Networking,255600000,Americas,,,
VIRX,VIRX,-71.45337015,,0,23247000,-22303000,Biotechnology & Medical Research,Biotechnology & Medical Research,,Americas,,,
VIV,VIV,4.258758679,7.89,9340498290,46558378114,1778212018,Media & Publishing,Entertainment Production,5072056668,Europe,,,
VIVO,VIVO,-23.24189199,,4568664.572,158693110.8,-45158641.01,Pharmaceuticals,Pharmaceuticals,4136630.008,Americas,,,
VLO,VLO,-2.095836725,-6.23,14677000000,51774000000,-1579000000,Oil & Gas,Oil & Gas Refining and Marketing,12410000000,Americas,,,
VMC,VMC,5.265069397,10.71,3293861000,11686905000,895731000,Construction Materials,Construction Materials,2772240000,Americas,,,
VMI,VMI,4.97026583,,766326000,2953160000,225953000,Construction & Engineering,Construction & Engineering,728431000,Americas,,,
VMW,VMW,7.44169228,37.929,5042000000,29016000000,2388000000,Software & IT Services,IT Services & Consulting,4987000000,Americas,,,
VNE,VNE,-21.6259193,-36.73,362000000,2288000000,-458000000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",292000000,Europe,,,
VNET,VNET,-15.99602419,-47.05,1095934253,2969157854,15873409.96,Software & IT Services,IT Services & Consulting,597862528.7,Asia,,,
VNOM,VNOM,-7.372325639,2.44,555644000,2461375000,52914000,Oil & Gas,Oil & Gas Exploration and Production,555644000,Americas,,,
VOC,VOC,-4.133855001,-4.9,112364435.8,581906448.5,-22399853.44,Media & Publishing,Consumer Publishing,43426966.29,Europe,,,
VOE,VOE,0.212194134,0.77,5557901156,17486688715,135106607.6,Metals & Mining,Iron & Steel,2894705979,Europe,,,
VOX,VOX,8.787225122,,29766923.35,117578197.5,13533444.23,Healthcare Providers & Services,Healthcare Facilities & Services,10410962.95,Europe,,,
VQT,VQT,-1.276366758,-3.42,69855886.66,145417684.4,-1099169.516,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,57686858.82,Europe,,,
VREX,VREX,1.56536948,,435000000,1147500000,74100000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,431700000,Americas,,,
VRNS,VRNS,-21.51765748,-8.16,218460000,555482000,-78415000,Software & IT Services,Software,218460000,Americas,,,
VRNT,VRNT,-0.00340908,18.33,794748000,3261295000,108705000,Software & IT Services,IT Services & Consulting,402781000,Americas,,,
VRSK,VRSK,9.751659027,33.63,3213900000,7561800000,1038100000,Software & IT Services,IT Services & Consulting,2689300000,Americas,,,
VRSN,VRSN,45.01000989,-56.58,1790083000,1766910000,830603000,Software & IT Services,IT Services & Consulting,1790083000,Americas,,,
VSAT,VSAT,0.323354996,1.06,1833156000,5349467000,58233000,Communications & Networking,Communications & Networking,1802684000,Americas,,,
VSH,VSH,3.939063444,8.76,395056000,3154473000,201637000,Semiconductors & Semiconductor Equipment,Semiconductors,395056000,Americas,,,
VSTM,VSTM,-45.24190451,,19051000,154349000,-50940000,Biotechnology & Medical Research,Biotechnology & Medical Research,19051000,Americas,,,
VSTO,VSTO,16.85632343,37.11,495564000,1764939000,284958000,Leisure Products,Recreational Products,495564000,Americas,,,
VTNA,VTNA,5.005298306,,356850531,694622045,47305260.54,Real Estate Operations,"Real Estate Rental, Development & Operations",161876226.4,Asia,,,
VTNR,VTNR,-9.384983638,,13923960,122099960,-11867720,Oil & Gas,Oil & Gas Refining and Marketing,7981500,Americas,,,
VTOL,VTOL,-4.083379734,,543493000,1992270000,-130678000,Passenger Transportation Services,Airlines,527528000,Americas,,,
VTRS,VTRS,-1.443617772,13.619,25786400000,61553000000,-227600000,Pharmaceuticals,Pharmaceuticals,22429200000,Americas,,,
VVV,VVV,13.45722525,,1881000000,3191000000,473000000,Chemicals,Specialty Chemicals,1677000000,Americas,,,
W,W,4.918159394,-48.21,2659243000,4569929000,360349000,Diversified Retail,Department Stores,2659243000,Americas,,,
WAB,WAB,2.204889475,7.22,4239400000,18454500000,744500000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles,3792200000,Americas,,,
WBA,WBA,1.576644762,19.149,9991000000,81285000000,2218000000,Food & Drug Retailing,Drug Retailers,7675000000,Americas,,,
WBT,WBT,-0.343634633,8.78,1408800000,2141600000,63100000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,1406600000,Americas,,,
WCC,WCC,1.184044194,7.27,4898783000,11880214000,347038000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,4369953000,Americas,,,
WCN,WCN,1.471269859,10.09,4734025000,13992364000,412428000,Professional & Commercial Services,Environmental Services & Equipment,4708678000,Americas,,,
WDAY,WDAY,-3.636112938,25.129,1795014000,8718411000,-248599000,Software & IT Services,Software,691913000,Americas,,,
WDC,WDC,3.170251381,13.87,8725000000,26132000000,1220000000,"Computers, Phones & Household Electronics",Computer Hardware,8474000000,Americas,,,
WDI,WDI,,19.53,,,,Professional & Commercial Services,Business Support Services,,Europe,,,
WEC,WEC,3.338154124,11.62,14290800000,37028100000,1667700000,Electric Utilities & IPPs,Electric Utilities,11672800000,Americas,,,
WELL,WELL,-1.998902507,,18513676.36,206385129.6,-9638884.525,Healthcare Providers & Services,Healthcare Facilities & Services,744650.4321,Americas,,,
WES,WES,9.21783923,25.41,7593218814,19655242223,2787004476,Diversified Retail,Department Stores,1553584416,Oceania,,,
WEX,WEX,-3.403564627,14,3026843000,8183361000,-91673000,Professional & Commercial Services,Business Support Services,2874113000,Americas,,,
WFG,WFG,14.88955977,29.949,507000000,4178000000,818885106,Paper & Forest Products,Forest & Wood Products,500000000,Americas,,,
WGO,WGO,14.92855246,30.9,534572000,2062567000,407421000,Leisure Products,Recreational Products,528559000,Americas,,,
WH,WH,-2.87675711,8.83,2597000000,4644000000,-46000000,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",2526000000,Americas,,,
WHA,WHA,3.474863919,9.83,1385681096,2750369786,101618104.9,Real Estate Operations,"Real Estate Rental, Development & Operations",983113272,Asia,,,
WHR,WHR,5.448025027,33.58,5369000000,20436000000,1623000000,Household Goods,"Appliances, Tools & Housewares",5059000000,Americas,,,
WIX,WIX,-11.03530578,-10.57,834440000,1893526000,-197342000,Software & IT Services,Online Services,834440000,Asia,,,
WK,WK,-7.191611619,9.66,307857000,707006000,-37802000,Software & IT Services,Software,289490000,Americas,,,
WKHS,WKHS,20.42589154,38.7,199111000,632542370,-45691810,Automobiles & Auto Parts,Auto & Truck Manufacturers,197700000,Americas,,,
WLK,WLK,2.7531739,4.91,3566000000,13835000000,429000000,Chemicals,Commodity Chemicals,3566000000,Americas,,,
WM,WM,5.24103139,23.59,13810000000,29345000000,2374000000,Professional & Commercial Services,Environmental Services & Equipment,12945000000,Americas,,,
WMB,WMB,0.439000055,6.62,22344000000,44165000000,1156000000,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,21451000000,Americas,,,
WMS,WMS,9.444072814,27.56,841502000,2413832000,344525000,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,782220000,Americas,,,
WNC,WNC,-7.900210092,,448357000,1161470000,-85808000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles,447979000,Americas,,,
WOLF,WOLF,-10.22192938,-4.99,839100000,3446800000,-314700000,Semiconductors & Semiconductor Equipment,Semiconductors,823900000,Americas,,,
WOOD,WOOD,5.484647166,,165506762.3,423718432.1,45720770.77,Household Goods,Home Furnishings,6647307.74,Asia,,,
WOR,WOR,25.99408213,28.769,710489000,3373245000,167473000,Metals & Mining,Iron & Steel,710031000,Americas,,,
WTI,WTI,3.887258197,,625286000,940582000,72078000,Oil & Gas,Oil & Gas Exploration and Production,625286000,Americas,,,
WTRG,WTRG,2.336618884,9.41,5670295000,13705277000,434686000,Water & Related Utilities,Water & Related Utilities,5507744000,Americas,,,
WW,WW,5.037174172,-19.3,1485981000,1481174000,216162000,Personal & Household Products & Services,Personal Services,1408800000,Americas,,,
WWE,WWE,11.51062106,39.68,706276000,1297322000,208544000,Media & Publishing,Entertainment Production,21700000,Americas,,,
WWW,WWW,-6.003378525,11.15,722500000,2137400000,-142600000,Textiles & Apparel,Footwear,712500000,Americas,,,
X,X,-9.844931762,-23.36,4887000000,12059000000,-1075000000,Metals & Mining,Iron & Steel,4630000000,Americas,,,
XEL,XEL,2.821703941,10.589,20731000000,53957000000,2116000000,Electric Utilities & IPPs,Electric Utilities,19645000000,Americas,,,
XENT,XENT,-38.54104769,-78.15,63650000,227381000,-67652000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",63650000,Americas,,,
XIN,XIN,1.074432535,,3225379180,7421664430,301281490,Real Estate Operations,"Real Estate Rental, Development & Operations",1722755320,Asia,,,
XLNX,XLNX,12.66106799,24.86,1492688000,5519201000,753139000,Semiconductors & Semiconductor Equipment,Semiconductors,1492688000,Americas,,,
XOM,XOM,-6.694786919,-0.81,67779000000,333000000000.0,-30653000000,Oil & Gas,Oil & Gas Refining and Marketing,45502000000,Americas,,,
XOMA,XOMA,12.03389907,,20852000,125285000,12416000,Biotechnology & Medical Research,Biotechnology & Medical Research,12764000,Americas,,,
XPO,XPO,0.745948444,7.58,6707000000,16169000000,391000000,Freight & Logistics Services,Ground Freight & Logistics,5049000000,Americas,,,
XRAY,XRAY,-0.925053915,7.83,2277000000,9342000000,-12000000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",1977000000,Americas,,,
XRX,XRX,1.262253256,,4453000000,14741000000,298000000,Office Equipment,Office Equipment,4050000000,Americas,,,
YCBD,YCBD,-19.84920809,,59470,124883380,-24837320,Pharmaceuticals,Pharmaceuticals,0,Americas,,,
YGYI,YGYI,-62.76318331,,25532000,89691000,-54663000,Specialty Retailers,Miscellaneous Specialty Retailers,16813000,Americas,,,
YUM,YUM,16.31327258,-14.01,10725000000,5852000000,1501000000,Hotels & Entertainment Services,Restaurants & Bars,10207000000,Americas,,,
YY,YY,-0.138701683,-3.1,891774000,8094957000,-408810629,Software & IT Services,Online Services,779225000,Asia,,,
ZBH,ZBH,-0.580556258,9.61,8126500000,24417700000,-87800000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",7626500000,Americas,,,
ZD,ZD,4.518254116,30.19,1579021000,3665331000,313733000,Software & IT Services,Online Services,1182220000,Americas,,,
ZEN,ZEN,-11.88376053,14.16,1067964000,2157279000,-181849000,Software & IT Services,Software,935576000,Americas,,,
ZG,ZG,-2.380799753,2.53,2283732000,7486560000,-39940000,Real Estate Operations,Real Estate Services,1613523000,Americas,,,
ZNGA,ZNGA,-8.703659449,14.64,1289900000,6206500000,-370200000,Software & IT Services,Online Services,1289900000,Americas,,,
ZS,ZS,-12.80974332,14.929,913538000,2257631000,-207812000,Software & IT Services,Software,913538000,Americas,,,
ZTS,ZTS,13.00787151,50.03,7199000000,13609000000,1996000000,Pharmaceuticals,Pharmaceuticals,6595000000,Americas,,,
